variable_id	variable_name
24824	Perceived usefulness
24825	Uncertainty
24826	Asset specificity
24827	Time efficiency
24828	Reliability
24829	Responsiveness
24830	Empathy
24831	Assurance
24832	Effort
24833	Discussion quality
24834	Decision alternatives considered
24835	Incremental return/profit
24836	Expert evaluation
24837	Complexity
24838	Learning
24839	Perceived usefulness of decision support system
24840	Satisfaction with decision
24841	Decision support system availability
24842	Order
24843	Collection
24844	Control
24845	Awareness
24846	Trusting beliefs
24847	Risk beliefs
24848	Behavioral intention
24850	Errors
24851	Unauthorized secondary use
24852	Improper access
24853	Global information privacy concern
24854	Sex
24855	Age
24856	Education
24857	Internet experience
24858	Misrepresentation of identification
24859	Privacy victim
24860	Media exposure
24861	Project type
24862	Project size
24863	Project duration
24864	Accurate project scoping
24865	Clear authority structure
24866	Taking charge
24867	Effective human capital management
24868	Effective knowledge transfer
24869	Building effective interorganizational teams
24870	Perceived outsourcing success
24871	Clear specifications
24872	Prompt payment
24873	Close project monitoring
24874	Dedicated project staffing
24875	Knowledge sharing
24876	Project ownership
24888	Perceived usefulness
24889	Perceived ease of use
24890	Attitudes toward usage
24891	Perceived task nonroutineness
24892	Information technology support for contextualization
24893	Trust in team members
24894	Team size
24895	Perceived collaboration know-how development
24896	Competence-based
24897	Trustworthiness-based
24898	Involvement
24899	Expertise
24900	Argument quality
24901	Usefulness
24902	Information adoption
24903	Idea quantity
24904	Idea quality
24905	Quality of the final decision
24906	Cohesiveness
24907	Group size
24909	Information technology  staff turnover rate
24910	Work environment and career development
24911	Community building
24912	Incentives
24913	Employment security
24914	Nontechnical skill recruitment
24915	Technical skill recruitment
24916	Retention is a serious concern
24917	Turnover relative to ideal
24919	Use of a sorting cue
24920	Set size
24921	Need for cognition
24922	Attention [study 1]
24923	Information elaboration [study 1]
24924	Acceptance of personalized offer [study 1]
24925	Buyer's past experience
24926	Sellers’ past  performance
24927	Community of sellers
24928	Individual seller
24929	Trust in community of sellers
24930	Transaction intentions
24931	Perceived risk from community of sellers
24932	Price premiums
24933	Transaction  behavior
24934	Number of past transactions
24935	Feedback ratings
24936	Auction bids
24937	Perceived effectiveness of feedback technologies
24938	Perceived effectiveness of escrow services
24939	Perceived effectiveness of credit card guarantees
24940	Trust in intermediary
24941	Trust propensity
24945	Decision management rights (DMR) centralization
24946	Decision control rights (DCR) decentralization
24947	Decision management rights (DMR) exercise effectiveness
24948	Decision control rights (DCR) exercise effectiveness
24949	IT unit's business application domain knowledge
24950	Client department's technical knowledge
24951	Information systems development (ISD) efficiency
24952	Information systems development (ISD) effectiveness
24953	Interdepartmental interdependence
24954	Outcome control
24955	Behavior control
24956	Interdepartmental ties
24957	Project duration
24958	Client department-information technology (IT) unit history
24959	Intention to use
24960	Usage
24961	Information satisfaction
24962	System satisfaction
24963	Overall quality
24964	Accessibility
24965	Timeliness
24968	Flexibility
24969	Integration
24970	Overall quality
24971	Accuracy
24974	Reliability
24975	Currency
24976	Completeness
24977	Format
24982	Response time
24983	Recall of brand name
24984	Focused attention
24985	Attitude towards using the website
24986	Flash
24987	No flash
24988	Task-relevant
24989	Task-irrelevant
24990	High local density
24991	Low local density
25008	Adherence
25009	Explanations available
25010	Expertise level
25011	Feedforward/feedback
25012	Declarative
25013	Rule-trace
25014	Justification
25015	Strategy
25016	Explanations viewed
25017	Past use
25018	Utilitarian value
25019	Hedonic value
25020	Social value
25021	Age
25022	Gender
25023	Internet experience
25024	Target experience
25025	Usage intention
25026	Information technology usage
25027	Amount of system usage
25028	Age
25029	Gender
25030	Level of education
25031	Prior computer experience
25032	Type of job performed
25033	Amount of user training received
25034	Perceived quality of training
25035	Computer self-efficacy
25036	IT usage of work group members
25037	Coworkers' perceived training quality
25038	Perceived usefulness of the technology
25039	Coworkers' computer self-efficacy
25050	Asset specificity
25059	Trust
25063	Uncertainty
25070	Cooperation
25071	Power exercised
25072	Reciprocal investments
25073	Electronic data interchange volume
25074	Electronic data interchange diversity
25075	Relative advantage
25076	Information technology infrastructure
25077	Transaction volume
25078	Years of electronic data interchange relationship with the customer
25126	Perceived usefulness
25129	Perceived ease of use
25142	Attitude
25143	Behavioral intention
25144	Internalization
25145	Identification
25146	Compliance
25215	Initial access speed
25216	Speed of display between pages
25217	Alexa speed
25218	Arrangement
25219	Sequence
25220	Links
25221	Layout
25222	Alexa organization
25223	Customization
25225	Interactivity
25226	Feedback
25227	Frequently asked questions (FAQ)
25228	Amount of information
25229	Variety of information
25230	Word count
25231	Content quality
25232	User satisfaction
25233	Intent to return
25234	Frequency of use
25235	Personal cognitive style
25236	Strain
25237	Performance
25238	Convergence on the current role of information technology
25239	Managerial support
25240	Differentiation
25241	Enhancement
25242	Information system financial contribution
25243	Communication channel richness
25244	Communication frequency
25245	Intensity of organizational learning
25246	Information technology infrastructure quality
25247	Information technology business experience
25248	Relationship infrastructure
25249	Size
25250	Competitive advantage
25439	Technological uncertainty
25440	Volume uncertainty
25441	Channel interdependence
25442	Complexity-in-use
25443	Complexity-in-evaluation
25444	Information transfer for coordination
25445	Information transfer for monitoring
25446	Trust
25447	Perceived quality
25448	Intention to purchase
25449	Poor style
25450	Incompleteness
25451	Error
25452	Computer experience
25453	Computer efficacy
25454	Web experience
25455	Web shopping risk attitude
25456	Risk perception
25457	Disposition to trust
25458	Disposition to distrust
25459	Gender
25460	Class standing
25461	Age
25462	Major
25463	Nationality
25464	Early communication level
25465	Late communication level
25466	Task performance
25467	Initial trustworthiness
25468	Early cohesiveness
25470	Early trust
25471	Late cohesiveness
25472	Late satisfaction
25473	Subjective outcome quality
25474	Perceived playfulness
25475	Perceived ease of use
25476	Perceived usefulness
25477	Perceived security
25481	Intention to perform gaming tasks
25482	Involvement
25483	Gender
25484	Computer playfulness
25485	Personality similarity
25486	Multimedia vividness
25487	Satisfaction
25488	Understanding
25489	Decision time
25490	Use of decision aid features
25491	Decision quality
25492	Learning orientation
25493	Intellectual demands
25494	Time pressure
25495	Risk aversion
25496	Sourcing from colleagues
25497	Sourcing from documents
25498	Sourcing from repository
25499	Ease of use
25500	Job tenure
25501	Level
25502	Project manager
25503	Number of members
25504	Number of months
25505	Percentage of effort
25506	Time shifting
25507	Years known
25508	Member interdependence
25509	Coordination delay
25510	Spatial boundaries
25511	Temporal boundaries
25512	Synchronous communication
25513	Asynchronous communication
25514	Deep learning
25515	Shallow learning
25516	Effort
25517	Guidance
25518	Upside potential feedback
25519	Corrective feedback
25520	Evaluation
25521	Perceived usefulness
25522	Perceived ease of use
25523	Decision confidence
25524	Perceived enjoyment
25525	Decision style
25526	Degree of integration
25527	Allocation of control
25528	Performance period
25529	Strategic competence
25530	Cost efficiency
25531	Technology catalysis
25533	Product information need
25534	Product information retrieval
25535	Referred purchase
25536	Offline search intensity
25537	Online search satisfaction
25538	Age
25539	Education
25540	Income
25541	Gender
25542	Race
25543	Price sensitivity
25544	Involvement
25545	Search effort
25546	Internet expertise
25547	Online information sources portfolio
25550	Account
25551	Evaluate
25552	Maintenance
25553	Monitor
25554	Obtain
25555	Order
25556	Pay
25557	Replace
25558	Return
25559	Sourcing
25560	Specify and establish requirements
25561	Test and accept
25562	Train
25563	Upgrade
25564	Continued website usage
25565	Perceived usefulness
25566	Satisfaction
25567	Assurance
25568	Empathy
25569	Reliability
25570	Responsiveness
25571	Tangibles
25572	Result list
25573	Web community
25574	Knowledge map
25575	Kartoo map
25576	Accuracy
25577	Precision
25578	Recall
25579	Efficiency
25580	Usability
25581	Accessibility
25582	Reliability
25583	Response time
25584	Flexibility
25585	Integration
25586	Accuracy
25587	Completeness
25588	Currency
25589	Format
25590	System satisfaction
25591	Information satisfaction
25603	Task uncertainty
25604	Degree of core competency involvement
25605	Technical knowledge
25606	Relationship management knowledge
25607	Amount of formal control
25608	Trust
25670	Noncomputer support
25671	Electronic data interchange (EDI) support
25672	Internet/Web support
25673	E-market support
25674	Information processing performance
25688	Environmental uncertainty: Description complexity
25689	Environmental uncertainty: Technology uncertainty
25690	Environmental uncertainty: Demand uncertainty
25691	Environmental uncertainty: Product criticality
25692	Environmental uncertainty: Supply uncertainty
25693	Relationship uncertainty: Firm investment
25694	Relationship uncertainty: Supplier investment
25695	Relationship uncertainty: Trust in suppliers
25697	IS personnel skill
25698	IS human resource specificity
25699	Network and platform sophistication
25700	Data and core applications sophistication
25701	Internal partnership quality
25702	External partnership quality
25703	IS planning sophistication
25704	Systems development capability
25705	IS support maturity
25706	IS operational capability
25707	IT support for market access competency
25708	IT support for integrity-related competency
25709	IT support for functionality-related competence
25727	Market-based performance
25729	Interpersonal trust
25730	System trust
25731	Dispositional trust
25732	Perceived goodwill
25733	Stage of therapy
25734	Length of membership
25735	Frequency of visits
25736	Usage
25737	Operators
25738	Other members
25739	Transparency
25740	Access rights concept
25741	Quality assured content
25742	Age
25743	Gender
25744	Education
25745	Computer confidence
25746	Techno-overload
25747	Techno-invasion
25748	Techno-complexity
25749	Techno-insecurity
25750	Techno-uncertainty
25751	Literacy facilitation
25752	Technical support provision
25753	Involvement facilitation
25754	Job satisfaction
25755	Organizational commitment
25756	Continuance commitment
25757	Negotiation impasse
25758	Initial negotiation difference
25759	Postnegotiation subordinate performance
25760	Task conflict
25761	Relational conflict
25762	Budget satisfaction
25763	Process satisfaction
25767	Procurement-process digitization
25768	Diversity of organizational procurement knowledge
25769	Suppliers' sales-process digitization
25770	Organizational perceptions of technological uncertainty
25771	Organizational perceptions of volume uncertainty
25772	Extent of Internet use in search
25773	Extent of Internet use of order initiation and completion
25774	Procurement-process performance
25775	Technology interaction behaviors
25776	Task-technology adaptation behaviors
25777	Individual adaptation behaviors
25778	Perceived individual benefits
25779	Perceived organizational benefits
25780	Communication behaviors
25781	Independent exploration behaviors
25818	Structural organizational complexity
25819	Dynamic organizational complexity
25820	Structural information technology (IT) complexity
25821	Dynamic information technology (IT) complexity
25822	Perceived usefulness
25823	Ease-of-use
25824	Media use
25825	Productivity benefits
25826	Social presence
25827	Email usage
25828	Fax usage
25829	Country
25833	Age
25834	Years with firm
25835	Organizational size
25836	Industry
25837	Planning time horizon
25838	Role of information systems in organization
25839	Resources
25840	Quality of strategic business planning
25841	Quality of implementation mechanisms
25842	Quality of facilitation mechanisms
25843	Quality of the planning process
25844	Planning effectiveness
25868	Planning activities
25869	Drafting activities
25870	Revising activities
25871	Social activities
25872	Coordination difficulty
25873	Attachment to the group
25874	Perceived fairness
25875	Perceived quality of focal communication
25876	Satisfaction with workgroup
25877	Meeting quality
25878	Total communication
25879	Perceived project quality
25915	Capabilities
25916	Objectives
25919	Work experience
25925	Schooling
25926	Computer experience
25930	Influence
25931	Conflict
25932	Satisfactory conflict resolution
25933	Responsibility
25934	Hands-on activities
25935	User-information system relationship
25936	Prior performance
25937	Computer self-efficacy
25939	Outcome expectations
25940	Performance
25953	Perceived usefulness
25954	Attitude
25955	Behavioral intention
25957	Peer influence
25958	Superior's influence
25959	Subjective norm
25960	Self-efficacy
25961	Technology facilitating conditions
25962	Resources facilitating conditions
25963	Ease of use
25964	Compatibility
25965	Perceived behavioral control
25976	Use of standard electronic business interfaces
25977	Quality of information exchange
25978	Breadth of information exchange
25979	Privileged information exchange
25980	Adaptive knowledge creation
25981	Relationship time
25982	Mutual adaptation
25983	Cooperative norms
26000	Domestic insourcing
26001	Domestic outsourcing
26002	Offshore insourcing
26003	Offshore outsourcing
26005	Strategic alignment
26009	Shared understanding
26011	Shared language
26015	Chief information officer (CIO) business knowledge
26016	Business process modularity
26017	Top management team's (TMT) strategic information systems (IS) knowledge
26018	Business process information technology detachability
26019	Structural systems of knowing
26020	Social systems of knowing
26021	Managing top management team (TMT) expectations
26022	Business process human capital specificity
26023	Educational events
26024	Business process intellectual capital specificity
26025	Business process strategic criticality
26026	Firm's strategic risk
26027	Experiential similarity
26028	Demographic similarity
26029	Firm's strategic intent
26030	Firm's experience in domestic outsourcing
26031	Firm's experience in offshore outsourcing
26032	Perceived coordination costs
26033	Perceived negotiation costs
26035	Type of process
26036	Business unit performance
26037	Process coupling with customers
26038	Process coupling with channel partners
26039	Knowledge sharing with customers
26040	Knowledge sharing with channel partners
26041	Information systems integration with customers
26042	Information systems integration with channel partners
26043	Information systems flexibility
26044	Market orientation
26045	Firm size
26048	Perceived diagnosticity
26049	Compatibility with in-store shopping
26050	Shopping enjoyment
26051	Attitudes toward products
26052	Attitudes toward shopping at a website
26053	Intentions to purchase
26054	Intentions to return
26055	Willingness to act
26056	Perceived internet privacy risk
26057	Internet privacy concerns
26058	Internet trust
26059	Personal internet interest
26060	Perceived service availability
26061	Perceived monetary value
26062	Gender
26063	Age
26064	Perceived usefulness
26065	Perceived ease of use
26066	Perceived enjoyment
26067	Need for uniqueness
26068	Social influence
26069	Behavioral intention
26098	Communication technology use
26101	Team performance
26102	Task conflict
26103	Relational conflict
26104	Process conflict
26105	Monitor
26106	Coordinator
26107	Mentor
26108	Facilitator
26109	Leader effectiveness
26110	Face-to-face
26111	Virtual team size
26112	Team member age
26113	Tenure with company
26196	Trusting beliefs
26203	Personal relevance of arguments
26204	Argument use
26206	Nature of relationship
26207	Proximity
26208	Work unit
26209	Portfolio intensity
26210	Portfolio composition
26211	Performance improvement
26212	Information systems work experience
26213	Organizational tenure
26214	Level of education
26215	Gender
26216	Prior work relationship
26217	Knowledge contribution
26218	Virtual co-presence
26219	Persistent labeling
26220	Self-presentation
26221	Deep profiling
26222	Perceived identity verification
26223	Satisfaction
26224	Community tenure
26225	Offline activities
26226	Group identification
26227	Information need fulfillment
26228	Information quality
26229	Control transparency
26230	Outcome feedback
26231	Perceived risk
26232	Situational importance
26233	Risk propensity
26234	Intention to use
26235	Trusting beliefs
26236	Disposition to trust
26237	Perceived usefulness
26238	Social presence
26241	Familiarity
26242	Frequency of visits
26243	Presence of recommendations
26244	Presence of consumer reviews
26245	Requirements instability
26246	Requirements diversity
26247	Requirements unanalyzability
26248	Technological unanalyzability
26249	Technological unpredictability
26250	Vertical coordination
26251	Horizontal coordination
26252	Residual performance risk
26253	Learning
26254	Process control
26255	Quality of interactions
26256	Operational efficiency of software
26257	Responsiveness of software
26258	Flexibility of software
26259	Cost overrun
26260	Schedule overrun
26261	Effort overrun
26262	Focused search
26263	Scanning
26264	Mental model maintenance
26265	Mental model building
26295	Top management support
26296	Consultant effectiveness
26297	Vendor support
26298	Information system effectiveness
26299	User satisfaction
26300	Organizational impact
26411	Outstanding credibility comments
26412	Outstanding benevolence comments
26413	Abysmal credibility comments
26414	Abysmal benevolence comments
26416	Benevolence
26417	Credibility
26418	Price premium
26420	Ordinary comments
26421	Numerical ratings
26422	Auction bids
26423	Price premium
26424	Past experience with a seller
26425	Past experience with marketplace
26426	Trust propensity
26427	Perceived effectiveness
26428	Satisfaction
26429	Idea generation performance
26430	Total quality
26431	Mean quality
26432	Number of good ideas
26433	User information satisfaction
26435	Behavior modeling
26440	Cognitive ability
26441	System use
26444	Comprehension of the computer system
26461	Interorganizational cooperation
26462	Technological unpredictability
26465	Ownership ratio
26466	Continuity
26469	Goal compatibility
26471	Perception of fairness
26473	Switching costs
26474	Scope of information technology use
26478	Information product
26479	Electronic data processing staff
26480	Electronic data processing services
26481	User knowledge or involvement
26492	User interface satisfaction
26605	Behavioral beliefs
26606	Attitude
26607	Adoption
26609	Behavioral intention
26610	Normative beliefs
26611	Subjective norm
26612	Motivation to comply
26613	Perceived control
26614	Control beliefs
26615	Perceived power
26616	Evaluation
26631	Adoption of outsourcing
26632	Adoption of computer aided software engineering
26633	Adoption of object oriented programming system
26634	Adoption of database management systems
26635	Adoption of executive information systems
26636	Adoption of teleconferencing
26637	Adoption of expert systems
26638	Adoption of e-mail
26639	Adoption of core process technology
26640	Adoption of electronic data interchange
26641	Information system size
26642	Information system budget
26663	Number of employees
26664	Information system slack
26666	Organizational slack
26667	Technological diversity
26668	Professionalism
26669	Strategic importance of information system
26671	Delay
26674	Familiar site
26675	Unfamiliar site
26677	Breadth
26679	Performance
26680	Attitudes
26681	Behavioral intentions
26683	Relational asset specificity
26684	Relational interaction routines
26685	Long-term orientation
26686	Information flow integration for supply chain coordination
26687	Size
26688	Consumer demand predictability
26691	Trusting beliefs in linker
26692	Link type
26693	Perceived business tie
26694	Perceived similarity
26695	Trusting beliefs in linkee
26696	Age
26697	Gender
26698	Income
26699	Web months
26700	Information technology work experience
26701	Online purchases
26702	Web use
26703	Propensity to trust Web sites
26704	Linker ease of use
26705	Linkee ease of use
26706	Linkee graphics
26707	Linker graphics
26708	Search engines
26709	Seller's Web site
26710	Shopping agents
26711	Mixed search
26712	Perceived price dispersion
26713	Attitude toward prices
26714	Expected gains
26715	Preferred online seller's price
26716	Time constraint
26717	Awareness of shopping agents
26718	Age
26719	Gender
26720	Mechanistic
26723	Organic
26726	Business unit autonomy
26735	Low cost
26738	Differentiation
26740	Focus
26747	Industry stability
26750	Long-linked
26753	Mediating
26756	Intensive
26757	Semantic errors
26758	Introduce new products/services
26759	Create product/service differentiation
26760	Perceived initial misfit
26761	Improve market access
26762	Establish competitive advantage
26763	Consultant quality
26764	Time to construct queries
26765	Origin of enterprise resource planning system
26766	Confidence in accuracy of queries
26767	IT capabilities
26768	Grade point average
26770	Information request (query) number
26771	Perceived enterprise resource planning system quality
26772	Organizational/structural innovations and change
26773	Benefits that can be expected from change
26774	Top management support
26775	Decentralized governance
26776	Centralized governance
26777	User support
26787	Perceived risk management performance
26788	Managing the environment
26789	Creating self-contained tasks
26790	Investing in vertical information systems
26791	Creating lateral relations
26792	Organization's strategy
26793	Organizational size
26794	Percent of business
26833	Extent of information use
26834	Nature of use
26835	Frequency of use
26836	Method of use
26837	Proportion of use
26838	Duration of use
26839	Decision to use
26840	Voluntariness of use
26841	Variety of use
26842	Specificity of use
26843	Appropriateness of use
26844	Dependence on use
26845	Individual task performance
26847	Cognitive absorption
26850	Deep structure usage
26884	Demand volatility
26885	Industry clockspeed
26886	Collaborative operation execution
26887	Collaborative process planning and control
26888	Supplier responsiveness
26889	Cost advantage
26890	Total assets
26891	Number of employees
26892	Industry
26893	Product flexibility
26894	Volume flexibility
26895	Mix flexibility
26896	Launch flexibility
26897	Responsiveness to target markets
26898	Trusting beliefs
26902	Willingness to buy
26904	Portal affiliation
26906	Customer endorsement
26908	Attitude toward store
26910	Actual buying
26918	Overall technical quality
26926	Reputation
26927	Expected benefits
26928	Willingness to pay
26929	Estimate of average bid
26930	Interest in sports
26931	Explicit feedback
26932	Implicit feedback
26933	Individual motivation
26934	Information content
26935	Personalized services
26936	User interface
26937	System value
26938	Precision
26939	Recall
26940	Company aggressiveness
26941	Company analysis
26942	Company internal defensiveness
26943	Company external defensiveness
26944	Company futurity
26945	Company proactiveness
26946	Company risk aversion
26947	Company innovativeness
26948	IS strategic alignment
26949	User information satisfaction: Satisfaction with the information product
26950	User information satisfaction:  Satisfaction with information systems staff and services.
26951	User information satisfaction: Satisfaction with end user knowledge and involvement
26952	Information systems strategic effectiveness/impact: Information systems contribution to operational efficiency
26953	Information systems strategic effectiveness/impact: Information systems contribution to management effectiveness
26954	Information systems strategic effectiveness/impact: Information systems contribution to the establishment of market linkages
26955	Information systems strategic effectiveness/impact:  Information systems contribution to the creation and enhancement of products and services
26956	Market growth
26957	Financial performance
26958	Product-Service Innovation
26959	Company reputation
26960	Information systems support for aggressiveness
26961	Information systems support for analysis
26962	Information systems support for internal defensiveness
26963	Information systems support for external defensiveness
26964	Information systems support for futurity
26965	Information systems support for proactiveness
26966	Information systems support for risk aversion
26967	Information systems support for innovativeness
26968	Knowledge integration
26969	Decision quality
26970	Team size
26971	Task order
26972	Structural capital
26973	Cognitive capital
26974	Relational capital
26975	Faithfulness of appropriation
26976	Perceived ease of use
26977	Perceived usefulness
26978	Decision scheme satisfaction
26979	Solution satisfaction
26980	System quality
26981	Plan quality
26982	Information quality
26983	Communication quality
26984	Impact of strategic information systems use
26985	Impact of tactical information systems use
26986	Impact of operational information systems use
26988	Hardware quality
26989	Organizational cultural type
26990	Leadership
26991	Incentive
26992	Coworker
26993	Supervisor
26994	Knowledge content quality
26995	Knowledge management system quality
26996	Perceived usefulness of knowledge sharing
26997	User satisfaction
26998	Knowledge use
26999	Functional diversity
27000	Cultural diversity
27001	Gender diversity
27002	Age diversity
27003	Reliance on technology
27004	Task conflict
27005	Relationship conflict
27006	Task complexity
27007	Task interdependence
27008	Team performance
27009	Integrative
27010	Distributive
27011	Avoidance
27012	Personal
27013	Situational
27014	Categorical
27015	Volume of communication
27016	Immediacy of feedback
27017	Task routineness
27018	Deception detection (DD) accuracy
27019	Deception detection (DD) knowledge
27020	No training
27021	Lecture only
27022	A99 only
27023	Learning effectiveness
27024	General satisfaction
27025	Audio/video quality satisfaction
27026	Ease of use/learning to use
27027	Comparison with traditional classroom learning
27037	Encouragement by others
27038	Support
27039	Internet self-efficacy
27040	Outcome expectations - personal and performance
27041	Anxiety
27042	Usage intention
27043	Perceived user competence
27044	Asset specificity
27045	Complexity
27046	Frequency uncertainty
27047	Volume uncertainty
27048	Market volatility
27049	Adoption intent
27050	Participation level
27051	Information technology capabilities
27052	Size
27053	Adoption among competitors
27054	Perceived success of competitor adopters
27055	Perceived dominance of supplier adopters
27056	Adoption among suppliers
27057	Participation in professional and trade associations
27058	Top management support
27059	Project management resources
27060	Consultant resources
27061	Training resources
27062	Functional scope
27063	Organizational scope
27064	Geographic scope
27065	Process efficiency
27066	Process effectiveness
27067	Process flexibility
27068	Size
27069	Process complexity
27070	Information intensity
27071	Relative cost advantage
27072	Threat of opportunism
27073	Project complexity
27074	Project strategic importance
27075	Project outcome measurability
27076	Vendor behavior observability
27077	Client technical knowledge
27078	Requirements knowledge specifiability
27079	Requirements volatility
27080	Managerial likelihood of outsourcing
27081	Outsourcing experience
27082	Evaluation confidence
27083	Tenure
27084	Techno-overload
27085	Techno-invasion
27086	Techno-complexity
27087	Techno-insecurity
27088	Techno-uncertainty
27089	Role conflict
27090	Role overload
27091	User productivity
27092	Business process knowledge
27093	Process management knowledge
27094	User involvement
27095	Top management involvement
27096	Infrastructure resources
27097	Firm size
27098	Enterprise resource planning functional scope
27099	Enterprise resource planning organizational scope
27100	Enterprise resource planning geographic scope
27101	Operational efficiency
27102	Operational effectiveness
27103	Flexibility
27104	Team interactions
27105	Awareness of expertise location
27106	Shared task understanding
27107	Team performance
27108	Communication frequency
27109	Member familiarity
27110	Gender diversity
27111	Background diversity
27112	Type of source
27113	Source quality
27114	Source use
27115	Accessibility
27116	Task complexity
27117	Business strategy process and value disciplines
27118	Moderation
27119	Profile deviation
27120	Information technology support
27121	Business processes
27122	Supplier relations
27123	Production and operations
27124	Product and service enhancement
27125	Marketing and sales
27126	Customer relations
27127	Information technology skills
27128	Cost efficiency
27129	Market sensing
27130	Brand management
27131	Customer service
27132	Online commitment
27133	Online performance
27134	Established distribution channels
27135	Firm age
27136	Firm size
27137	Search time
27138	Error
27139	Mental workload
27141	Information sharing environment
27142	Demand uncertainty
27143	Product complexity
27144	Market fragmentation
27145	Market volatility
27146	Interorganizational systems integration
27147	Frequency of delivery
27148	Supplier dependence
27149	Firm dependence
27150	Firm size
27151	Trust  propensity
27152	Product expertise
27153	Preference for effort saving versus decision quality
27154	Competence
27155	Benevolence
27156	Integrity
27157	Subsidiary strategic role
27158	Information systems resource availability
27159	Subsidiary dependence
27160	Strategic relationship
27161	Level of control and coordination
27162	Informal mechanisms
27163	Formal mechanisms
27164	Security protection
27165	Privacy concern
27166	System reliability
27167	Trust in e-vendor
27168	Willingness to use
27169	Third-party seal
27170	Referral
27171	Individualism
27172	Collectivism
27173	Uncertainty avoidance
27174	Term orientation
27175	Low context
27176	High context
27177	Navigation design
27178	Visual design
27179	Information design
27180	Trust
27181	Satisfaction
27182	E-loyalty
27183	Navigational structure
27184	Visual appeal
27185	Ease of use
27186	Culture-uncertainty avoidance
27187	Trusting beliefs in information technology artifact
27188	Situational normality
27189	Structural assurance
27190	Intention to use
27191	Online participation to share opinion
27192	Responsive participation of others
27193	Perceived ease of use
27194	Perceived usefulness
27195	Word of mouth quality
27196	Online trust
27197	Intention to shop online
27198	Gender
27199	Informational justice
27200	Interpersonal justice
27201	Distributive justice
27202	Procedural justice
27203	Trust in service rep
27204	Trust in e-customer service
27205	Trust in other party
27206	Intention to reuse e-customer service
27207	E-customer service self-efficacy
27208	Web site quality
27209	Brand recognition
27210	Brand recall
27211	Brand image
27212	Initial trusting beliefs
27213	Disposition to trust
27214	Institution based trust
27215	Initial trusting intentions
27216	Initial trust
27217	Relevance
27218	Understandability
27219	Adequacy
27220	Usefulness
27221	Perceived favorable reputation
27222	Prior experience
27223	Propensity to trust
27224	Ability
27225	Benevolence
27226	Integrity
27227	Trust attitude
27228	Use
27229	Satisfaction
27230	Dispositional reason
27231	Institutional reason
27232	Heuristic reason
27233	Calculative reason
27234	Expectation
27235	Control
27236	Verification
27237	Knowledge-based reason
27238	Trust in recommendation agent
27239	Competence
27240	Benevolence
27241	Integrity
27242	Availability
27244	Availability of videoconferencing
27249	Utilization
27273	Decision-making pattern
27274	Degree of functional integration
27275	Promotion of collaboration
27276	Organization size
27277	Information technology function size
27278	Perceived benefits
27279	Requirements uncertainty
27280	Perceived usefulness
27281	Perceived ease of use
27282	Sponsor knowledge limitations
27283	Project manager knowledge
27284	Team knowledge
27285	External perceived locus of causality
27286	Technical complexity
27287	Project size: Relative size
27288	Project size: Duration
27289	Project size: Budget
27290	Introjected perceived locus of causality
27291	Project size: Effort
27292	Identified perceived locus of causality
27293	Intrinsic perceived locus of causality
27294	Top management support
27295	Attitude
27296	Behavioral intention
27297	Client manager participation
27298	User participation
27299	Target volatility
27300	Governance volatility
27301	External volatility
27302	Administrative coordination
27303	Integrative coordination
27304	Expertise coordination
27305	Process performance
27306	Product performance
27307	Scale
27308	Scope
27309	Demand uncertainty
27310	Industry concentration
27311	Internal information technology
27312	Supplier use of compatible technologies
27313	Skill requirement
27314	Number of suppliers
27315	Custom parts and materials
27316	Standard parts and materials
27317	Share of custom goods
27318	Buyer-supplier systems integration
27319	Trust in government
27320	Trust in technology
27321	Trust in e-government Web site
27322	Information quality
27323	System quality
27324	Service quality
27325	Intention to continue using
27326	User satisfaction
27327	Age
27328	Educational level
27329	Information technology related education
27330	Work team size
27331	Individual adaptation to information technology-induced change
27332	Size of supportive network
27333	Density of informational network
27334	Strength of informational network
27336	Open source software type
27337	Region
27338	Developer age
27339	Time spent on open source software
27340	Number of open source software projects
27341	Creative pleasure
27342	Challenge
27343	User rights
27344	Open source software redistribution
27345	Social obligation
27346	Status
27347	Economic opportunity
27348	Strong-copyleft
27349	Weak-copyleft
27350	Non-copyleft
27351	Generalized knowledge support
27352	Contextualized knowledge support
27353	Process tailoring task complexity
27354	Effectiveness
27355	Efficiency
27356	Subjects' experience
27372	Social presence
27373	Trusting beliefs
27374	Perceived enjoyment
27375	Perceived usefulness
27376	Usage intentions
27420	Duration
27421	Transparency
27422	Restrictiveness
27423	Perceived knowledge quality
27424	Gender
27425	Knowledge sourcing
27426	Expertise
27427	Frequency of contribution
27428	Control
27429	Two-way communication
27430	Sychronicity
27431	Social presence
27432	Status effects
27433	Process satisfaction
27434	Discussion efficiency
27435	Task discussion effectiveness
27436	Communication openness
27437	Age
27438	Years of education
27439	Years work experience
27440	Computer experience
27441	Learning
27442	Direct compensation
27443	Self-marketing
27444	Social motives
27445	Activation
27446	Behavior
27447	Top management support
27448	Information technology sophistication
27449	Financial resources
27450	Supplier competence
27451	Supplier benevolence
27452	Supplier integrity
27453	Security safeguards
27454	Standards flexibility
27455	Standards comprehensiveness
27456	Aggregated electronic procurement innovations assimilation
27457	Procurement productivity
27458	Revenues generation rate
27459	Turnaround time
27460	Staff satisfaction
27461	Customer satisfaction
27462	Performance guarantees
27463	Service uncertainty
27464	Interdependence
